
2132;B;10-01-22;-8                                                                                                                                                                                                                                              
4540;I;12-10-21;2                                                                                                                                                                                                                                               
2641;I;13-12-21;100                                                                                                                                                                                                                                             
3703;I;15-12-21;100                                                                                                                                                                                                                                             
4255;B;28-12-22;-22                                                                                                                                                                                                                                             
1481;I;15-12-21;100                                                                                                                                                                                                                                             
23;I;17-09-21;200                                                                                                                                                                                                                                               
3910;I;13-12-21;40                                                                                                                                                                                                                                              
3873;I;13-12-21;200                                                                                                                                                                                                                                             
1390;I;13-12-21;330                                                                                                                                                                                                                                             
1928;B;05-11-21;-6                                                                                                                                                                                                                                              
1364;I;13-12-21;200                                                                                                                                                                                                                                             
2198;I;13-12-21;100                                                                                                                                                                                                                                             
1395;I;13-12-21;100                                                                                                                                                                                                                                             
3855;I;13-12-21;50                                                                                                                                                                                                                                              
1259;I;13-12-21;40                                                                                                                                                                                                                                              
1260;I;13-12-21;50                                                                                                                                                                                                                                              
2391;I;20-01-22;584                                                                                                                                                                                                                                             
3554;I;22-10-21;4                                                                                                                                                                                                                                               
2013;I;20-01-22;225                                                                                                                                                                                                                                             
3105;I;20-01-22;150                                                                                                                                                                                                                                             
970;I;20-01-22;50                                                                                                                                                                                                                                               
2005;I;20-01-22;10                                                                                                                                                                                                                                              
3692;I;20-01-22;20                                                                                                                                                                                                                                              
3774;I;20-01-22;10                                                                                                                                                                                                                                              
2011;I;20-01-22;50                                                                                                                                                                                                                                              
2012;I;20-01-22;40                                                                                                                                                                                                                                              
3473;I;08-05-22;50                                                                                                                                                                                                                                              
2130;I;03-03-22;100                                                                                                                                                                                                                                             
2342;I;20-01-22;30                                                                                                                                                                                                                                              
1660;I;28-01-22;459                                                                                                                                                                                                                                             
2440;I;15-12-21;200                                                                                                                                                                                                                                             
259;I;15-12-21;500                                                                                                                                                                                                                                              
9;I;15-12-21;500                                                                                                                                                                                                                                                
10;I;15-12-21;1000                                                                                                                                                                                                                                              
3436;I;15-12-21;500                                                                                                                                                                                                                                             
433;I;15-12-21;500                                                                                                                                                                                                                                              
608;I;15-12-21;500                                                                                                                                                                                                                                              
2226;I;15-12-21;200                                                                                                                                                                                                                                             
56;I;15-12-21;200                                                                                                                                                                                                                                               
57;I;15-12-21;500                                                                                                                                                                                                                                               
289;I;15-12-21;148                                                                                                                                                                                                                                              
99;I;15-12-21;2000                                                                                                                                                                                                                                              
800;I;15-12-21;2000                                                                                                                                                                                                                                             
2179;I;15-12-21;800                                                                                                                                                                                                                                             
3902;I;15-12-21;800                                                                                                                                                                                                                                             
3052;I;15-12-21;200                                                                                                                                                                                                                                             
1741;I;15-12-21;20                                                                                                                                                                                                                                              
724;B;10-11-21;-1                                                                                                                                                                                                                                               
2777;I;15-12-21;50                                                                                                                                                                                                                                              
959;I;15-12-21;50                                                                                                                                                                                                                                               
960;I;15-12-21;100                                                                                                                                                                                                                                              
995;I;15-12-21;50                                                                                                                                                                                                                                               
2797;I;15-12-21;80                                                                                                                                                                                                                                              
961;I;15-12-21;400                                                                                                                                                                                                                                              
2798;I;15-12-21;50                                                                                                                                                                                                                                              
2784;I;15-12-21;100                                                                                                                                                                                                                                             
2778;I;15-12-21;50                                                                                                                                                                                                                                              
2795;I;15-12-21;50                                                                                                                                                                                                                                              
3817;I;22-12-21;50                                                                                                                                                                                                                                              
1622;I;15-12-21;40                                                                                                                                                                                                                                              
3050;I;15-12-21;30                                                                                                                                                                                                                                              
3063;I;15-12-21;30                                                                                                                                                                                                                                              
4602;B;05-11-21;-6                                                                                                                                                                                                                                              
1749;I;10-12-21;5                                                                                                                                                                                                                                               
1931;I;15-11-21;100                                                                                                                                                                                                                                             
3804;I;15-11-21;500                                                                                                                                                                                                                                             
4550;I;15-11-21;150                                                                                                                                                                                                                                             
434;B;22-11-21;-6                                                                                                                                                                                                                                               
2014;B;16-11-21;-48                                                                                                                                                                                                                                             
4507;B;05-11-21;-3                                                                                                                                                                                                                                              
622;B;05-11-21;-1                                                                                                                                                                                                                                               
3662;I;27-05-19;30                                                                                                                                                                                                                                              
2391;B;23-12-21;-2                                                                                                                                                                                                                                              
4550;B;15-11-21;-2                                                                                                                                                                                                                                              
276;I;28-08-21;50                                                                                                                                                                                                                                               
435;B;22-11-21;-6                                                                                                                                                                                                                                               
4507;B;05-11-21;-8                                                                                                                                                                                                                                              
622;B;05-11-21;-1                                                                                                                                                                                                                                               
4102;I;15-11-21;6                                                                                                                                                                                                                                               
3703;B;15-12-21;-19                                                                                                                                                                                                                                             
3459;B;05-11-21;-1                                                                                                                                                                                                                                              
3459;B;05-11-21;-2                                                                                                                                                                                                                                              
4507;B;05-11-21;-2                                                                                                                                                                                                                                              
3671;B;05-11-21;-1                                                                                                                                                                                                                                              
3461;B;05-11-21;-2                                                                                                                                                                                                                                              
4030;B;05-11-21;-2                                                                                                                                                                                                                                              
32;B;04-11-21;-20                                                                                                                                                                                                                                               
3500;B;05-11-21;-2                                                                                                                                                                                                                                              
4550;B;15-11-21;-4                                                                                                                                                                                                                                              
622;B;05-11-21;-1                                                                                                                                                                                                                                               
2132;B;17-01-22;-20                                                                                                                                                                                                                                             
3552;I;15-11-21;12                                                                                                                                                                                                                                              
1281;B;05-11-21;-40                                                                                                                                                                                                                                             
1197;B;05-11-21;-70                                                                                                                                                                                                                                             
1284;B;05-11-21;-30                                                                                                                                                                                                                                             
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
1649;B;05-11-21;-30                                                                                                                                                                                                                                             
1650;B;05-11-21;-30                                                                                                                                                                                                                                             
3068;I;15-11-21;5                                                                                                                                                                                                                                               
3366;I;15-11-21;9                                                                                                                                                                                                                                               
3887;I;15-11-21;6                                                                                                                                                                                                                                               
4500;I;15-11-21;3                                                                                                                                                                                                                                               
3735;B;05-11-21;-15                                                                                                                                                                                                                                             
1895;I;15-11-21;6                                                                                                                                                                                                                                               
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-2                                                                                                                                                                                                                                              
2014;B;30-11-21;-1                                                                                                                                                                                                                                              
3738;B;05-11-21;-5                                                                                                                                                                                                                                              
1928;B;14-12-21;-25                                                                                                                                                                                                                                             
3703;B;15-12-21;-6                                                                                                                                                                                                                                              
972;B;10-11-21;-1                                                                                                                                                                                                                                               
1623;B;31-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
4650;B;02-12-21;-2                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
972;B;10-11-21;-1                                                                                                                                                                                                                                               
3581;I;04-12-21;200                                                                                                                                                                                                                                             
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
4549;B;24-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
2562;B;10-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
2847;B;30-11-21;-10                                                                                                                                                                                                                                             
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
155;I;15-11-21;2                                                                                                                                                                                                                                                
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
155;I;15-11-21;2                                                                                                                                                                                                                                                
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
2069;I;15-11-21;5                                                                                                                                                                                                                                               
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4474;I;15-11-21;3                                                                                                                                                                                                                                               
972;B;10-11-21;-1                                                                                                                                                                                                                                               
1896;I;15-11-21;14                                                                                                                                                                                                                                              
4249;I;15-11-21;4                                                                                                                                                                                                                                               
4083;I;15-11-21;14                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
2268;I;15-11-21;30                                                                                                                                                                                                                                              
2271;I;15-11-21;20                                                                                                                                                                                                                                              
2924;I;15-11-21;20                                                                                                                                                                                                                                              
972;B;10-11-21;-1                                                                                                                                                                                                                                               
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4680;B;06-12-21;-1                                                                                                                                                                                                                                              
4682;B;06-12-21;-1                                                                                                                                                                                                                                              
32;B;05-11-21;-5                                                                                                                                                                                                                                                
155;I;23-12-19;-7                                                                                                                                                                                                                                               
1247;I;11-11-21;300                                                                                                                                                                                                                                             
473;I;20-01-22;500                                                                                                                                                                                                                                              
4640;B;17-01-22;-250                                                                                                                                                                                                                                            
4620;B;10-12-21;-230                                                                                                                                                                                                                                            
57;B;15-12-21;-2                                                                                                                                                                                                                                                
35;I;22-12-21;140                                                                                                                                                                                                                                               
59;I;20-01-22;60                                                                                                                                                                                                                                                
60;I;10-11-21;152                                                                                                                                                                                                                                               
434;I;22-11-21;300                                                                                                                                                                                                                                              
1981;B;08-11-21;-1                                                                                                                                                                                                                                              
435;I;22-11-21;120                                                                                                                                                                                                                                              
2117;B;08-11-21;1                                                                                                                                                                                                                                               
436;I;22-11-21;120                                                                                                                                                                                                                                              
3367;I;18-02-22;900                                                                                                                                                                                                                                             
3368;I;18-02-22;300                                                                                                                                                                                                                                             
3616;I;18-02-22;50                                                                                                                                                                                                                                              
435;B;23-11-21;-10                                                                                                                                                                                                                                              
4646;B;02-12-21;-2                                                                                                                                                                                                                                              
473;B;22-12-21;-10                                                                                                                                                                                                                                              
4642;I;27-10-21;200                                                                                                                                                                                                                                             
2555;B;30-11-21;-20                                                                                                                                                                                                                                             
2897;I;15-12-21;75                                                                                                                                                                                                                                              
