
2754;312132;1006;351;;30                                                                                                                                                                                                                                        
2755;312133;1006;351;;35                                                                                                                                                                                                                                        
2758;313101;1006;330A;;10                                                                                                                                                                                                                                       
2757;312134;1006;351;RK1C;10                                                                                                                                                                                                                                    
2760;306905;1005;306C;LX6;6                                                                                                                                                                                                                                     
2761;312077;1006;344;RK1A;40                                                                                                                                                                                                                                    
2766;302139;1002;305;;5                                                                                                                                                                                                                                         
2767;205257;1000;205A;B2A;160                                                                                                                                                                                                                                   
2768;205258;1000;205A;B2A;30                                                                                                                                                                                                                                    
2769;205269;1000;205A;B2B;100                                                                                                                                                                                                                                   
2770;20526A;1000;205A;B2B;40                                                                                                                                                                                                                                    
2772;27840L;1007;278;P1;65                                                                                                                                                                                                                                      
2773;27840M;1007;278;P1;50                                                                                                                                                                                                                                      
2774;27842L;1007;278;P1;30                                                                                                                                                                                                                                      
2775;27842M;1007;278;P1;55                                                                                                                                                                                                                                      
2776;27845L;1007;278;P1;30                                                                                                                                                                                                                                      
2777;27845M;1007;278;P1;80                                                                                                                                                                                                                                      
2778;27847L;1007;278;P1;100                                                                                                                                                                                                                                     
2779;27847M;1007;278;P1;20                                                                                                                                                                                                                                      
2780;27850L;1007;278;P1;60                                                                                                                                                                                                                                      
2781;27850M;1007;278;P1;20                                                                                                                                                                                                                                      
2782;27840N;1007;282;P2A;160                                                                                                                                                                                                                                    
2783;27842N;1007;272;P2A;110                                                                                                                                                                                                                                    
2784;27845N;1007;282;P2A;200                                                                                                                                                                                                                                    
2785;27847N;1007;282;P2A;350                                                                                                                                                                                                                                    
2786;27850N;1007;282;P2A;130                                                                                                                                                                                                                                    
2787;27840P;1007;282;P2A;70                                                                                                                                                                                                                                     
2788;27842P;1007;282;P2A;80                                                                                                                                                                                                                                     
2789;27845P;1007;282;P2A;260                                                                                                                                                                                                                                    
2790;27847P;1007;282;P2A;70                                                                                                                                                                                                                                     
2791;27850P;1007;282;P2A;100                                                                                                                                                                                                                                    
2792;27840Q;1007;282;P4A;120                                                                                                                                                                                                                                    
2793;27842Q;1007;282;P4A;30                                                                                                                                                                                                                                     
2794;27845Q;1007;283;P4A;40                                                                                                                                                                                                                                     
2795;27847Q;1007;283;P4A;50                                                                                                                                                                                                                                     
2796;27850Q;1007;283;P4A;100                                                                                                                                                                                                                                    
2797;27840R;1007;282;P4A;90                                                                                                                                                                                                                                     
2798;27842R;1007;283;P4A;60                                                                                                                                                                                                                                     
2799;27845R;1007;283;P4A;300                                                                                                                                                                                                                                    
2800;27847R;1007;283;P4A;75                                                                                                                                                                                                                                     
2801;27850R;1007;283;P4A;140                                                                                                                                                                                                                                    
2802;311340;1002A;311;N3;650                                                                                                                                                                                                                                    
2803;311350;1002A;311;N3;250                                                                                                                                                                                                                                    
2804;240086;1001;240;M3A;0                                                                                                                                                                                                                                      
2807;20906E;1000A;209;D22C;100                                                                                                                                                                                                                                  
2809;20106A;1000A;201A;A2A;70                                                                                                                                                                                                                                   
2813;312076;1006;344;RK1A;100                                                                                                                                                                                                                                   
2817;D1207;1003;999;;0                                                                                                                                                                                                                                          
2818;20524J;1000;205;B7A;12                                                                                                                                                                                                                                     
2829;217206;1000A;217B;CY6;12                                                                                                                                                                                                                                   
2830;313002;1006;330;RD1D;10                                                                                                                                                                                                                                    
2832;271240;1003;271B;HX1A;2                                                                                                                                                                                                                                    
2833;271244;1003;271B;HX1A;4                                                                                                                                                                                                                                    
2834;271248;1003;271B;HX1A;2                                                                                                                                                                                                                                    
2835;271251;1003;271B;HX1A;0                                                                                                                                                                                                                                    
2836;271077;1003A;272;H1F;12                                                                                                                                                                                                                                    
2837;271078;1003A;272;H1F;6                                                                                                                                                                                                                                     
2838;271083;1001;272;D25;2000                                                                                                                                                                                                                                   
2839;30610L;1005A;306;LX1;40                                                                                                                                                                                                                                    
2840;30612L;1005A;306;LX1;40                                                                                                                                                                                                                                    
2841;30616L;1005A;306;LX1;80                                                                                                                                                                                                                                    
2842;30624L;1005A;306;LX1;60                                                                                                                                                                                                                                    
2843;30628L;1005A;306;LX1;50                                                                                                                                                                                                                                    
2844;30632L;1005A;306;LX1;40                                                                                                                                                                                                                                    
2845;30636L;1005A;306;LX1;20                                                                                                                                                                                                                                    
2846;30640L;1005A;306;LX1;30                                                                                                                                                                                                                                    
2847;30620L;1005A;306;LX1;80                                                                                                                                                                                                                                    
2854;213089;1000A;213;B5H;2                                                                                                                                                                                                                                     
2855;272010;1020;315A;Q2;700                                                                                                                                                                                                                                    
2867;315102;1020;315B;Q5;150                                                                                                                                                                                                                                    
2868;313111;1006;330A;;5                                                                                                                                                                                                                                        
2869;313112;1006;330A;;5                                                                                                                                                                                                                                        
2870;202085;1000;202;A15;60                                                                                                                                                                                                                                     
2871;272002;1020;274;Q1B;2300                                                                                                                                                                                                                                   
2872;212084;1000A;212;B5A;30                                                                                                                                                                                                                                    
2886;21304H;1000A;213A;B5G;8                                                                                                                                                                                                                                    
2887;20604K;1000;206A;B5G;50                                                                                                                                                                                                                                    
2890;279003;1007;289A;PTE5;200                                                                                                                                                                                                                                  
2893;278372;1007;282;P2A;100                                                                                                                                                                                                                                    
2895;TM-150;1005;510B;L3B;42                                                                                                                                                                                                                                    
2896;TM-210;1005;510B;L3B;85                                                                                                                                                                                                                                    
2897;TM-300;1005;510B;L3C;70                                                                                                                                                                                                                                    
2899;27845S;1007;283;P4A;80                                                                                                                                                                                                                                     
2900;231992;1000;231;C33;0                                                                                                                                                                                                                                      
2902;209061;1000A;209;D24;20                                                                                                                                                                                                                                    
2903;209062;1000A;209;D24;20                                                                                                                                                                                                                                    
2908;271A01;1003A;272A;;12                                                                                                                                                                                                                                      
2909;271A02;1003A;272A;;12                                                                                                                                                                                                                                      
2910;271A03;1003A;272A;;6                                                                                                                                                                                                                                       
2911;271A04;1003A;272A;;10                                                                                                                                                                                                                                      
2961;21308F;1000A;213;B5C;12                                                                                                                                                                                                                                    
2965;312137;1006;351;;6                                                                                                                                                                                                                                         
2966;312102;1006;351;RS2H;0                                                                                                                                                                                                                                     
2970;20604L;1000;206;B5G;40                                                                                                                                                                                                                                     
2971;312138;1006;351;;20                                                                                                                                                                                                                                        
2974;210003;1000A;210;B12J;20                                                                                                                                                                                                                                   
2975;20526B;1000;205B;B6J;4                                                                                                                                                                                                                                     
2976;207265;1000;207;B2X1;10                                                                                                                                                                                                                                    
2977;20524K;1000;205B;B6G;10                                                                                                                                                                                                                                    
2978;205259;1000;205B;B6G;4                                                                                                                                                                                                                                     
2981;207249;1000;207;B2X1;40                                                                                                                                                                                                                                    
2982;207253;1000;207;B2X1;14                                                                                                                                                                                                                                    
2983;207254;1000;207;B2X1;10                                                                                                                                                                                                                                    
2987;220999;1001A;220;DX1;0                                                                                                                                                                                                                                     
2985;207267;1000;207;B2X1;0                                                                                                                                                                                                                                     
2986;207283;1000;207;B2X1;30                                                                                                                                                                                                                                    
2988;311807;1002;311;N5;6                                                                                                                                                                                                                                       
2989;20526C;1000;205B;B6D;2                                                                                                                                                                                                                                     
2990;K10005;1099;997;;0                                                                                                                                                                                                                                         
2991;302086;1002;305;;10                                                                                                                                                                                                                                        
2992;21822A;1000C;216B;CX1B;4                                                                                                                                                                                                                                   
2993;20525A;1000;205B;B6D;4                                                                                                                                                                                                                                     
2997;279035;1007;281E;PTE8;0                                                                                                                                                                                                                                    
2998;302126;1002;305;OY6;16                                                                                                                                                                                                                                     
2999;302032;1002;303A;OX7D;8                                                                                                                                                                                                                                    
3001;219411;1000A;219A;C29C;80                                                                                                                                                                                                                                  
3002;313105;1006;330A;;30                                                                                                                                                                                                                                       
3004;21824H;1000C;216C;CX1C;6                                                                                                                                                                                                                                   
3005;21824T;1000C;216B;CX1B;24                                                                                                                                                                                                                                  
3006;218416;1000C;216F;X136;20                                                                                                                                                                                                                                  
3007;218516;1000C;216F;X136;10                                                                                                                                                                                                                                  
3008;218616;1000C;216F;X136;0                                                                                                                                                                                                                                   
3011;302107;1002;305;OY20;200                                                                                                                                                                                                                                   
3012;313113;1006;330A;;0                                                                                                                                                                                                                                        
3013;313114;1006;330A;;0                                                                                                                                                                                                                                        
3016;312061;1006;343;RI1A;500                                                                                                                                                                                                                                   
3017;218801;1000C;216F;X136;20                                                                                                                                                                                                                                  
3019;21824R;1000C;216B;CX1B;50                                                                                                                                                                                                                                  
3034;312139;1006;351;;20                                                                                                                                                                                                                                        
3035;21728B;1000A;217;CY2;5                                                                                                                                                                                                                                     
3036;20524M;1000;205A;B2B;80                                                                                                                                                                                                                                    
3037;293840;1000;290;D1A;50                                                                                                                                                                                                                                     
3043;215248;1000A;215B;;0                                                                                                                                                                                                                                       
3044;313115;1006;330A;;10                                                                                                                                                                                                                                       
3045;313116;1006;330A;;10                                                                                                                                                                                                                                       
3046;DF9985;1005;500;;0                                                                                                                                                                                                                                         
3047;DF9987;1005;500;;0                                                                                                                                                                                                                                         
3048;DF9986;1005;500;;1                                                                                                                                                                                                                                         
3049;DF9988;1005;500;;0                                                                                                                                                                                                                                         
3050;TM-001;1005;500;X158;20                                                                                                                                                                                                                                    
3051;271086;1003A;272;H1J;20                                                                                                                                                                                                                                    
3052;271082;1003A;272;H1H;200                                                                                                                                                                                                                                   
3056;K00094;1099;997;;0                                                                                                                                                                                                                                         
3057;306910;1005A;306C;LX7;4                                                                                                                                                                                                                                    
3060;312142;1006;351;;5                                                                                                                                                                                                                                         
3061;312143;1006;351;;5                                                                                                                                                                                                                                         
3063;TM-002;1005;500;X158;5                                                                                                                                                                                                                                     
3064;TM-003;1005;500;X162;8                                                                                                                                                                                                                                     
3065;TM-004;1005;500;X159;10                                                                                                                                                                                                                                    
3066;21825G;1000C;216E;CX1G;14                                                                                                                                                                                                                                  
3067;21826G;1000C;216E;CX1L;14                                                                                                                                                                                                                                  
3068;21824G;1000C;216C;CX1L;6                                                                                                                                                                                                                                   
3075;201047;1000A;201A;A26C;250                                                                                                                                                                                                                                 
3076;217257;1000A;217;CY2;8                                                                                                                                                                                                                                     
3078;301712;1002;302;E4E;5                                                                                                                                                                                                                                      
3081;233042;1000;236;D4B;0                                                                                                                                                                                                                                      
3082;D3110;1000A;998;X232;0                                                                                                                                                                                                                                     
3083;D3120;1000A;998;X232;0                                                                                                                                                                                                                                     
3084;D3130;1000A;998;X232;0                                                                                                                                                                                                                                     
3089;K-DK21U;1099;997;;0                                                                                                                                                                                                                                        
3090;K-DK21V;1099;997;;0                                                                                                                                                                                                                                        
3091;K-GB21A;1099;997;;0                                                                                                                                                                                                                                        
3092;K-GB21B;1099;997;;0                                                                                                                                                                                                                                        
3093;K-IT21A;1099;997;;0                                                                                                                                                                                                                                        
3094;K-IT21B;1099;997;;0                                                                                                                                                                                                                                        
3099;201034;1000A;201A;A26D;50                                                                                                                                                                                                                                  
3100;201063;1000A;201A;A26A;180                                                                                                                                                                                                                                 
3101;219008;1000A;219;C28;8                                                                                                                                                                                                                                     
3105;302020;1002;304;OY1;400                                                                                                                                                                                                                                    
3106;302162;1002;305;OY4A;140                                                                                                                                                                                                                                   
3107;233037;1000;236;DZ3;130                                                                                                                                                                                                                                    
3108;DS4076;1005A;307A;LX8A;340                                                                                                                                                                                                                                 
3109;219905;1000A;219C;C29D;6                                                                                                                                                                                                                                   
3110;306912;1005A;306C;LX5;60                                                                                                                                                                                                                                   
3111;231990;1000;231;C33;0                                                                                                                                                                                                                                      
